"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2001","1.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2000","1.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1999","1.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1998","1.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1997","1.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1996","1.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1995","1.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1994","0.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1993","0.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1992","0.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1991","0.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1990","0.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1989","0.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1988","0.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1987","0.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1986","0.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1985","0.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1984","0.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1983","0.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1982","0.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1981","0.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1980","0.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1979","0.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1978","0.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1977","0.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1976","0.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","1975","0.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2016","14.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2015","14.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2014","13.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2013","13.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2012","12.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2011","12.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2010","11.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2009","11.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2008","11.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2007","10.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2006","10.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2005","9.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2004","9.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2003","9.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2002","8.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2001","8.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","2000","8.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1999","7.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1998","7.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1997","7.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1996","6.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1995","6.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1994","6.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1993","6.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1992","5.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1991","5.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1990","5.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1989","4.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1988","4.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1987","4.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1986","4.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1985","3.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1984","3.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1983","3.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1982","3.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1981","2.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1980","2.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1979","2.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1978","2.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1977","2.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1976","2.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bolivia","BOL","1975","2.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2016","17.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2015","16.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2014","16.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2013","15.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2012","15.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2011","14.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2010","14.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2009","14.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2008","13.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2007","13.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2006","12.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2005","12.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2004","12.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2003","11.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2002","11.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2001","11.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","2000","10.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1999","10.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1998","10.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1997","9.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1996","9.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1995","9.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1994","8.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1993","8.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1992","8.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1991","8.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1990","7.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1989","7.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1988","7.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1987","6.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1986","6.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1985","6.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1984","6.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1983","5.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1982","5.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1981","5.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1980","5.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1979","4.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1978","4.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1977","4.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1976","4.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bosnia and Herzegovina","BIH","1975","3.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2016","8.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2015","7.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2014","7.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2013","7.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2012","6.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2011","6.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2010","6.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2009","6.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2008","5.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2007","5.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2006","5.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2005","5.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2004","4.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2003","4.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2002","4.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2001","4.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","2000","3.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","1999","3.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","1998","3.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","1997","3.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","1996","2.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","1995","2.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","1994","2.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","1993","2.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","1992","2.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","1991","1.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Botswana","BWA","1990","1.600","male"
